case_id,category,subcategory,difficulty,handwriting_profile,stroke_variant,canvas_region,expected_plain_text,expected_latex,raw_detected_output,normalized_detected_output,detected_latex,confidence,recognition_time_ms,exact_match,semantic_match,structure_match,layout_match,symbol_score,structure_score,spatial_score,overall_score,status,error_types,evidence_path,notes
"trigonometry-015","TRIGONOMETRY","odd identity","MEDIUM","OVERWRITTEN_CORRECTION","tilted-baseline","CENTER_LEFT","sin(-x)=-sin(x)","sin(-x)=-sin(x)","sin(-x)=-sin(x)","sin(-x)=-sin(x)","sin(-x)=-sin(x)","0.9786127","4591","true","true","true","true","1.0","1.0","1.0","0.998930636048317","PASS","","rendered-inputs",""
"trigonometry-016","TRIGONOMETRY","even identity","MEDIUM","MIXED_CASE","overlap-and-correction","CENTER","cos(-x)=cos(x)","cos(-x)=cos(x)","\cos(-x)= \cos(x)","cos(-x)=cos(x)","\cos(-x)= \cos(x)","0.8961","4245","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"trigonometry-017","TRIGONOMETRY","periodicity","MEDIUM","UNUSUAL_STROKE_ORDER","normal-order","CENTER_RIGHT","tan(x+pi)=tan(x)","tan(x+pi)=tan(x)","tonixtois=\tan(x)","tonixtois=tan(x)","tonixtois=\tan(x)","0.6362","5984","false","false","true","true","0.6875","1.0","1.0","0.843060000538826","WRONG_SYMBOL","LETTER_CONFUSION","failures/trigonometry-017.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-018","TRIGONOMETRY","phase identity","MEDIUM","SLIGHTLY_SHAKY","reverse-symbol-strokes","BOTTOM_LEFT","sin(x+pi/2)=cos(x)","sin(x+pi/2)=cos(x)","Sans","Sans","Sans","0.439","6372","false","false","false","false","0.16666666666666663","0.0","0.0","0.09320000052452085","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|FRACTION_MISREAD|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/trigonometry-018.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-019","TRIGONOMETRY","phase cosine","MEDIUM","CLEAN_STUDENT","delayed-superscript","BOTTOM_CENTER","cos(x+pi/2)=-sin(x)","cos(x+pi/2)=-sin(x)","cos(x+pi/2)=-sin(x)","cos(x+pi/2)=-sin(x)","cos(x+pi/2)=-sin(x)","1.0","5000","true","true","true","true","1.0","1.0","1.0","1.0","PASS","","rendered-inputs",""
"trigonometry-020","TRIGONOMETRY","addition formula","MEDIUM","FAST_CLASSROOM","fraction-bar-first","BOTTOM_RIGHT","sin(a+b)=sin(a)cos(b)+cos(a)sin(b)","sin(a+b)=sin(a)cos(b)+cos(a)sin(b)","\sin(a+b)= \sin(a) \cos(b)+ \cos(a) \sin(b)","sin(a+b)=sin(a)cos(b)+cos(a)sin(b)","\sin(a+b)= \sin(a) \cos(b)+ \cos(a) \sin(b)","0.8901398","9332","true","true","true","true","1.0","1.0","1.0","0.9945069909095765","PASS","","rendered-inputs",""
"trigonometry-021","TRIGONOMETRY","cosine addition","MEDIUM","SMALL_COMPACT","fraction-bar-last","NEAR_BOUNDARY","cos(a+b)=cos(a)cos(b)-sin(a)sin(b)","cos(a+b)=cos(a)cos(b)-sin(a)sin(b)","\cos(a+b)= \cos(a) \cos(b)- \sin(a) \sin(b)","cos(a+b)=cos(a)cos(b)-sin(a)sin(b)","\cos(a+b)= \cos(a) \cos(b)- \sin(a) \sin(b)","0.8961","8867","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"trigonometry-022","TRIGONOMETRY","tangent addition","MEDIUM","LARGE_BOARD","uneven-spacing","NEAR_TOOLBAR","tan(a+b)=(tan(a)+tan(b))/(1-tan(a)tan(b))","tan(a+b)=(tan(a)+tan(b))/(1-tan(a)tan(b))","\tan(a+b)=( \tan(a)+ \tan(b)) \div(1- \tan(a) \tan(b))","tan(a+b)=(tan(a)+tan(b))/(1-tan(a)tan(b))","\tan(a+b)=( \tan(a)+ \tan(b)) \div(1- \tan(a) \tan(b))","0.8472919","8607","true","true","false","false","1.0","0.5","0.0","0.6423645943403243","WRONG_LAYOUT","LETTER_CONFUSION|FRACTION_MISREAD|LOCATION_SENSITIVE","failures/trigonometry-022.png",""
"trigonometry-023","TRIGONOMETRY","half angle","HARD","RIGHT_SLANTED","tilted-baseline","TOP_LEFT","sin(x/2)^2=(1-cos(x))/2","sin(x/2)^2=(1-cos(x))/2","\sin(x/2)^{2}=(1- \cos(x))/2","sin(x/2)^(2)=(1-cos(x))/2","\sin(x/2)^{2}=(1- \cos(x))/2","0.90864295","5772","true","true","true","true","1.0","1.0","1.0","0.9954321473836899","PASS","","rendered-inputs",""
"trigonometry-024","TRIGONOMETRY","half angle","HARD","LEFT_SLANTED","overlap-and-correction","TOP_CENTER","cos(x/2)^2=(1+cos(x))/2","cos(x/2)^2=(1+cos(x))/2","\cos(X/2)^2=(1+ \cos(X))/2","cos(X/2)^2=(1+cos(X))/2","\cos(X/2)^2=(1+ \cos(X))/2","0.9240454","5528","true","true","true","true","1.0","1.0","1.0","0.9962022691965103","PASS","","rendered-inputs",""
"trigonometry-025","TRIGONOMETRY","triple angle","HARD","UNEVEN_BASELINE","normal-order","TOP_RIGHT","sin(3x)=3sin(x)-4sin^3(x)","sin(3x)=3sin(x)-4sin^3(x)","S \cap(3X)=3S \cap(X)=4S \cap(X)","S\cap(3X)=3S\cap(X)=4S\cap(X)","S \cap(3X)=3S \cap(X)=4S \cap(X)","0.8107996","6366","false","false","false","false","0.5517241379310345","0.5","0.0","0.4264020489002096","WRONG_LAYOUT","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED","failures/trigonometry-025.png",""
"trigonometry-026","TRIGONOMETRY","triple cosine","HARD","VARIABLE_SPACING","reverse-symbol-strokes","CENTER_LEFT","cos(3x)=4cos^3(x)-3cos(x)","cos(3x)=4cos^3(x)-3cos(x)","\cos(3X)=4 \cos^3(X)-3 \cos(X)","cos(3X)=4cos^3(X)-3cos(X)","\cos(3X)=4 \cos^3(X)-3 \cos(X)","0.9195223","5603","true","true","true","true","1.0","1.0","1.0","0.9959761142730713","PASS","","rendered-inputs",""
"trigonometry-027","TRIGONOMETRY","inverse tangent","HARD","HEAVY_PRESSURE","delayed-superscript","CENTER","arctan(1)=pi/4","arctan(1)=pi/4","arc+an(1)=p_{i}/4","arc+an(1)=p_i/4","arc+an(1)=p_{i}/4","0.6969002","4286","false","false","true","true","0.8666666666666667","1.0","1.0","0.9053450094461442","PARTIAL","LETTER_CONFUSION","failures/trigonometry-027.png",""
"trigonometry-028","TRIGONOMETRY","inverse notation","HARD","LIGHT_BROKEN","fraction-bar-first","CENTER_RIGHT","sin^{-1}(x)","sin^{-1}(x)","\sin^{-1}(x)","sin^(-1)(x)","\sin^{-1}(x)","0.922325","2981","true","true","true","true","1.0","1.0","1.0","0.9961162507534028","PASS","","rendered-inputs",""
"trigonometry-029","TRIGONOMETRY","cosecant identity","HARD","ROUNDED","fraction-bar-last","BOTTOM_LEFT","csc^2(x)=1+cot^2(x)","csc^2(x)=1+cot^2(x)","(Sc(x)=1+CO+2(X)","(Sc(x)=1+CO+2(X)","(Sc(x)=1+CO+2(X)","0.439","6419","false","false","false","false","0.736842105263158","0.5","0.0","0.486950000524521","WRONG_LAYOUT","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|LOW_CONFIDENCE","failures/trigonometry-029.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-030","TRIGONOMETRY","tangent identity","HARD","ANGULAR","uneven-spacing","BOTTOM_CENTER","1+tan^2(x)=sec^2(x)","1+tan^2(x)=sec^2(x)","1+0\cap^{2}(X)=sec^{2}(X)","1+0\cap^(2)(X)=sec^(2)(X)","1+0\cap^{2}(X)=sec^{2}(X)","0.7716464","5002","false","false","true","true","0.8095238095238095","1.0","1.0","0.8864394618783679","PARTIAL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-030.png",""
"trigonometry-031","TRIGONOMETRY","trig fraction","HARD","CROWDED","tilted-baseline","BOTTOM_RIGHT","sin(x)/x","sin(x)/x","\sin(x)/x","sin(x)/x","\sin(x)/x","0.8961","3565","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"trigonometry-032","TRIGONOMETRY","cosine fraction","HARD","WIDELY_SPACED","overlap-and-correction","NEAR_BOUNDARY","(1-cos(x))/x^2","(1-cos(x))/x^2","(1- \cos(X))/X^2","(1-cos(X))/X^2","(1- \cos(X))/X^2","0.9311","4355","true","true","true","true","1.0","1.0","1.0","0.9965550005435945","PASS","","rendered-inputs",""
"trigonometry-033","TRIGONOMETRY","indexed Greek angles","HARD","OVERWRITTEN_CORRECTION","normal-order","NEAR_TOOLBAR","theta_1+theta_2","theta_1+theta_2","+ \!ne+o_2","+\!ne+o_2","+ \!ne+o_2","0.5964784","3784","false","false","true","true","0.19999999999999996","1.0","1.0","0.6948239201307297","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-033.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-034","TRIGONOMETRY","Greek angle sum","HARD","MIXED_CASE","reverse-symbol-strokes","TOP_LEFT","alpha+beta=gamma","alpha+beta=gamma","","","","","29171","false","false","false","false","0.0","0.0","0.0","0.0","TIMEOUT","TIMEOUT","failures/trigonometry-034.png",""
"trigonometry-035","TRIGONOMETRY","unparenthesized sine power","EXTREME","UNUSUAL_STROKE_ORDER","delayed-superscript","TOP_CENTER","sin^2 theta","sin^2 theta","sin^?theta","sin^?theta","sin^?theta","0.81667995","2900","false","false","true","true","0.9","1.0","1.0","0.9255839977264405","PARTIAL","DIGIT_CONFUSION","failures/trigonometry-035.png",""
"trigonometry-036","TRIGONOMETRY","ambiguous inverse","EXTREME","SLIGHTLY_SHAKY","fraction-bar-first","TOP_RIGHT","sin -1 x","sin -1 x","\sin \theta","sintheta","\sin \theta","0.73214525","2690","false","false","true","true","0.375","1.0","1.0","0.7541072624921799","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-036.png",""
"trigonometry-037","TRIGONOMETRY","crowded function tokens","EXTREME","CLEAN_STUDENT","fraction-bar-last","CENTER_LEFT","2sinxcosx","2sinxcosx",".25",".25",".25","0.6227977","2552","false","false","true","true","0.0","1.0","1.0","0.6361398863792419","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-037.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-038","TRIGONOMETRY","joined tangent","EXTREME","FAST_CLASSROOM","uneven-spacing","CENTER","tanx=1","tanx=1","tanx=1","tanx=1","tanx=1","0.94857997","3048","true","true","true","true","1.0","1.0","1.0","0.9974289983510972","PASS","","rendered-inputs",""
"trigonometry-039","TRIGONOMETRY","multiline trigonometry","EXTREME","SMALL_COMPACT","tilted-baseline","CENTER_RIGHT","sin(x)+\ncos(x)","sin(x)+\ncos(x)","sin(X)+;cos(X)","sin(X)+;cos(X)","sin(X)+;cos(X)","0.91137457","6069","false","false","true","true","0.9285714285714286","1.0","1.0","0.9425330141612461","PARTIAL","","failures/trigonometry-039.png","Recognized as 2 spatially separate equation lines."
"trigonometry-040","TRIGONOMETRY","alternate double angle","EXTREME","LARGE_BOARD","overlap-and-correction","BOTTOM_LEFT","cos(2x)=1-2sin^2(x)","cos(2x)=1-2sin^2(x)","\cos(2x)=1-2 \sin^2(x)","cos(2x)=1-2sin^2(x)","\cos(2x)=1-2 \sin^2(x)","0.9188449","4713","true","true","true","true","1.0","1.0","1.0","0.9959422439336777","PASS","","rendered-inputs",""
"calculus-001","CALCULUS","limit","EASY","CLEAN_STUDENT","normal-order","TOP_LEFT","lim_{x->0} sin(x)/x=1","lim_{x->0} sin(x)/x=1","lim_(x-s)osin(x)/x=1","lim_(x-s)osin(x)/x=1","lim_(x-s)osin(x)/x=1","0.5550329","5238","false","false","false","true","0.8888888888888888","0.75","1.0","0.8327516454458236","PARTIAL","DIGIT_CONFUSION|LETTER_CONFUSION|FRACTION_MISREAD","failures/calculus-001.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-002","CALCULUS","first derivative","EASY","FAST_CLASSROOM","reverse-symbol-strokes","TOP_CENTER","dy/dx","dy/dx","\frac{ \mathrm{d}Y}{ \mathrm{d}X}","\frac(\mathrm(d)Y)(\mathrm(d)X)","\frac{ \mathrm{d}Y}{ \mathrm{d}X}","0.8272443","4790","false","false","true","true","0.12903225806451613","1.0","1.0","0.6850718915077948","WRONG_SYMBOL","LETTER_CONFUSION","failures/calculus-002.png",""
"calculus-003","CALCULUS","second derivative","EASY","SMALL_COMPACT","delayed-superscript","TOP_RIGHT","d^2y/dx^2","d^2y/dx^2","d^2Y/dx^2","d^2Y/dx^2","d^2Y/dx^2","0.9042963","3260","true","true","true","true","1.0","1.0","1.0","0.9952148139476776","PASS","","rendered-inputs",""
"calculus-004","CALCULUS","partial derivative","EASY","LARGE_BOARD","fraction-bar-first","CENTER_LEFT","partial(z)/partial(x)","partial(z)/partial(x)","Portiacalipertially)","Portiacalipertially)","Portiacalipertially)","0.439","6373","false","false","false","false","0.5714285714285714","0.0","0.0","0.2662357148102351","WRONG_STRUCTURE","LETTER_CONFUSION|FRACTION_MISREAD|LOW_CONFIDENCE","failures/calculus-004.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-005","CALCULUS","prime derivative","EASY","RIGHT_SLANTED","fraction-bar-last","CENTER","f'(x)","f'(x)","f(X)","f(X)","f(X)","0.96368396","2582","false","false","true","true","0.8","1.0","1.0","0.893184198141098","PARTIAL","","failures/calculus-005.png",""
"calculus-006","CALCULUS","indefinite integral","EASY","LEFT_SLANTED","uneven-spacing","CENTER_RIGHT","int x^2 dx","int x^2 dx","intx^2dx","intx^2dx","intx^2dx","0.91698825","2899","true","true","true","true","1.0","1.0","1.0","0.9958494126796723","PASS","","rendered-inputs",""
"calculus-007","CALCULUS","definite integral","EASY","UNEVEN_BASELINE","tilted-baseline","BOTTOM_LEFT","int_0^1 x^2 dx","int_0^1 x^2 dx","in+o^{1}x^{2}dx","in+o^(1)x^(2)dx","in+o^{1}x^{2}dx","0.8566188","3930","false","false","false","false","0.75","0.3333333333333333","0.5","0.5634559410810469","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUBSCRIPT_MISSED","failures/calculus-007.png",""
"calculus-008","CALCULUS","double integral","EASY","VARIABLE_SPACING","overlap-and-correction","BOTTOM_CENTER","int int_R f(x,y)dA","int int_R f(x,y)dA","in+r(X,Y)d","in+r(X,Y)d","in+r(X,Y)d","0.72845685","3480","false","false","false","false","0.5625","0.0","0.0","0.27689159274101255","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED","failures/calculus-008.png",""
"calculus-009","CALCULUS","differential equation","EASY","HEAVY_PRESSURE","normal-order","BOTTOM_RIGHT","dy/dx+y=e^x","dy/dx+y=e^x","dY/dX+Y=e^{X}","dY/dX+Y=e^(X)","dY/dX+Y=e^{X}","0.88713056","3481","true","true","true","true","1.0","1.0","1.0","0.9943565279245378","PASS","","rendered-inputs",""
"calculus-010","CALCULUS","summation","EASY","LIGHT_BROKEN","reverse-symbol-strokes","NEAR_BOUNDARY","sum_{i=1}^n i","sum_{i=1}^n i","SIMU","SIMU","SIMU","0.439","3766","false","false","false","false","0.19999999999999996","0.0","0.0","0.10745000052452086","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|LOCATION_SENSITIVE|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/calculus-010.png","Image pass unavailable; result uses digital ink and parser evidence.; Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-011","CALCULUS","product","MEDIUM","ROUNDED","delayed-superscript","NEAR_TOOLBAR","prod_{i=1}^n a_i","prod_{i=1}^n a_i","prodi_(zt)^""01","prodi_(zt)^""01","prodi_(zt)^""01","0.48710486","5718","false","false","false","true","0.3846153846153846","0.6666666666666666","1.0","0.6097398585310349","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION|LOW_CONFIDENCE","failures/calculus-011.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-012","CALCULUS","divergence","MEDIUM","ANGULAR","fraction-bar-first","TOP_LEFT","nabla dot F","nabla dot F","nable dot","nabledot","nable dot","0.82295996","2603","false","false","true","true","0.7777777777777778","1.0","1.0","0.8794813313086828","PARTIAL","LETTER_CONFUSION","failures/calculus-012.png",""
"calculus-013","CALCULUS","curl","MEDIUM","CROWDED","fraction-bar-last","TOP_CENTER","nabla cross F","nabla cross F","nable cross","nablecross","nable cross","0.62924004","5040","false","false","true","true","0.8181818181818181","1.0","1.0","0.8819165472550825","PARTIAL","LETTER_CONFUSION","failures/calculus-013.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-014","CALCULUS","sequence limit","MEDIUM","WIDELY_SPACED","uneven-spacing","TOP_RIGHT","lim_{n->infinity}(1+1/n)^n=e","lim_{n->infinity}(1+1/n)^n=e","lima-infinity(1+1/1)=e","lima-infinity(1+1/1)=e","lima-infinity(1+1/1)=e","0.439","7892","false","false","false","false","0.7692307692307692","0.4","0.3333333333333333","0.5374628210373413","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|FRACTION_MISREAD|LOW_CONFIDENCE","failures/calculus-014.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-015","CALCULUS","power rule","MEDIUM","OVERWRITTEN_CORRECTION","tilted-baseline","CENTER_LEFT","d/dx(x^n)=nx^{n-1}","d/dx(x^n)=nx^{n-1}","d( \mathrm{d}X \times X^n)=nX^{n-1}","d(\mathrm(d)X*X^n)=nX^(n-1)","d( \mathrm{d}X \times X^n)=nX^{n-1}","0.8416515","7385","false","false","false","false","0.56","0.6666666666666666","0.5","0.5814825749635696","WRONG_LAYOUT","LETTER_CONFUSION|FRACTION_MISREAD|OVERWRITING_ERROR","failures/calculus-015.png",""
"calculus-016","CALCULUS","trig derivative","MEDIUM","MIXED_CASE","overlap-and-correction","CENTER","d/dx sin(x)=cos(x)","d/dx sin(x)=cos(x)","d/dX \sin(X)= \cos(X)","d/dXsin(X)=cos(X)","d/dX \sin(X)= \cos(X)","0.8256154","5061","true","true","true","true","1.0","1.0","1.0","0.9912807703018189","PASS","","rendered-inputs",""
"calculus-017","CALCULUS","log derivative","MEDIUM","UNUSUAL_STROKE_ORDER","normal-order","CENTER_RIGHT","d/dx ln(x)=1/x","d/dx ln(x)=1/x","d/dX \ln(X)=1/X","d/dXln(X)=1/X","d/dX \ln(X)=1/X","0.863165","5083","true","true","true","true","1.0","1.0","1.0","0.9931582510471345","PASS","","rendered-inputs",""
"calculus-018","CALCULUS","trig integral","MEDIUM","SLIGHTLY_SHAKY","reverse-symbol-strokes","BOTTOM_LEFT","int cos(x)dx=sin(x)+C","int cos(x)dx=sin(x)+C","i\cap i\cap s(X)aX=S|n(X)+c","i\capi\caps(X)aX=S|n(X)+c","i\cap i\cap s(X)aX=S|n(X)+c","0.6875558","7012","false","false","false","true","0.6","0.5","1.0","0.6408777894973755","WRONG_SYMBOL","LETTER_CONFUSION|STROKE_ORDER_SENSITIVE","failures/calculus-018.png",""
"calculus-019","CALCULUS","exponential integral","MEDIUM","CLEAN_STUDENT","delayed-superscript","BOTTOM_CENTER","int e^x dx=e^x+C","int e^x dx=e^x+C","i \cap+e^{x}dx=e^{x}+c","i\cap+e^(x)dx=e^(x)+c","i \cap+e^{x}dx=e^{x}+c","0.86511666","5645","false","false","false","true","0.7058823529411764","0.6666666666666666","1.0","0.7450205386736813","WRONG_SYMBOL","LETTER_CONFUSION","failures/calculus-019.png",""
"calculus-020","CALCULUS","log integral","MEDIUM","FAST_CLASSROOM","fraction-bar-first","BOTTOM_RIGHT","int 1/x dx=ln","int 1/x dx=ln","i\cap+1/xdx=in","i\cap+1/xdx=in","i\cap+1/xdx=in","0.7512268","4741","false","false","false","true","0.5714285714285714","0.6666666666666666","1.0","0.6818470534256525","WRONG_SYMBOL","LETTER_CONFUSION|FRACTION_MISREAD","failures/calculus-020.png",""
"calculus-021","CALCULUS","mixed partial","MEDIUM","SMALL_COMPACT","fraction-bar-last","NEAR_BOUNDARY","partial^2 f/partial x partial y","partial^2 f/partial x partial y","portiontiportiox partialy","portiontiportioxpartialy","portiontiportiox partialy","0.71652997","9905","false","false","false","false","0.6296296296296297","0.0","0.0","0.3049931649367015","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|FRACTION_MISREAD|LOCATION_SENSITIVE","failures/calculus-021.png",""
"calculus-022","CALCULUS","ODE","MEDIUM","LARGE_BOARD","uneven-spacing","NEAR_TOOLBAR","f''(x)+f(x)=0","f''(x)+f(x)=0","f(X)+f(X)=0","f(X)+f(X)=0","f(X)+f(X)=0","0.8961","3950","false","false","true","true","0.8461538461538461","1.0","1.0","0.9065357684630614","PARTIAL","","failures/calculus-022.png",""
"calculus-023","CALCULUS","prime ODE","HARD","RIGHT_SLANTED","tilted-baseline","TOP_LEFT","y'=xy","y'=xy","Y=XY","Y=XY","Y=XY","1.0","3166","false","false","true","true","0.8","1.0","1.0","0.895","PARTIAL","","failures/calculus-023.png",""
"calculus-024","CALCULUS","symbolic limits","HARD","LEFT_SLANTED","overlap-and-correction","TOP_CENTER","int_a^b f(x)dx","int_a^b f(x)dx","inted f(x)ax","intedf(x)ax","inted f(x)ax","0.45639998","5141","false","false","false","false","0.6153846153846154","0.3333333333333333","0.0","0.38589692193728226","WRONG_STRUCTURE","LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|LOW_CONFIDENCE","failures/calculus-024.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-025","CALCULUS","infinite series","HARD","UNEVEN_BASELINE","normal-order","TOP_RIGHT","sum_{k=0}^{infinity}x^k","sum_{k=0}^{infinity}x^k","sumk=o infinityyk","sumk=oinfinityyk","sumk=o infinityyk","0.91721","7701","false","false","false","false","0.736842105263158","0.5","0.0","0.5108604991436005","WRONG_LAYOUT","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED","failures/calculus-025.png",""
"calculus-026","CALCULUS","p-series","HARD","VARIABLE_SPACING","reverse-symbol-strokes","CENTER_LEFT","sum_{n=1}^{infinity}1/n^2","sum_{n=1}^{infinity}1/n^2","sum_{n=1}^{n_{n}+i_{n+1}+i_{n}}1/n^{2}","sum_n=1^(n_n+i_n+1+i_n)1/n^(2)","sum_{n=1}^{n_{n}+i_{n+1}+i_{n}}1/n^{2}","0.85500455","7168","false","false","true","true","0.6538461538461539","1.0","1.0","0.8439040736051706","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/calculus-026.png",""
"calculus-027","CALCULUS","vector derivative","HARD","HEAVY_PRESSURE","delayed-superscript","CENTER","d/dt(r(t))","d/dt(r(t))","a/arcr(t))","a/arcr(t))","a/arcr(t))","0.439","2195","false","false","true","true","0.6","1.0","1.0","0.8069500005245208","WRONG_SYMBOL","LETTER_CONFUSION|LOW_CONFIDENCE","failures/calculus-027.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-028","CALCULUS","gradient","HARD","LIGHT_BROKEN","fraction-bar-first","CENTER_RIGHT","grad f","grad f","gradf","gradf","gradf","0.69574064","2715","true","true","true","true","1.0","1.0","1.0","0.9847870320081712","PASS","","rendered-inputs",""
"calculus-029","CALCULUS","Laplacian","HARD","ROUNDED","fraction-bar-last","BOTTOM_LEFT","nabla^2 phi=0","nabla^2 phi=0","2nabl^aphi=0","2nabl^aphi=0","2nabl^aphi=0","0.5345385","3445","false","false","true","true","0.75","1.0","1.0","0.8567269253730773","PARTIAL","LOW_CONFIDENCE","failures/calculus-029.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-030","CALCULUS","line integral","HARD","ANGULAR","uneven-spacing","BOTTOM_CENTER","oint_C F dot dr","oint_C F dot dr","ointedotar","ointedotar","ointedotar","1.0","2672","false","false","false","false","0.6666666666666667","0.5","0.0","0.485","WRONG_LAYOUT","LETTER_CONFUSION|SUBSCRIPT_MISSED","failures/calculus-030.png",""
"calculus-031","CALCULUS","triple integral","HARD","CROWDED","tilted-baseline","BOTTOM_RIGHT","int int int_V rho dV","int int int_V rho dV","0","0","0","0.56699705","2453","false","false","false","false","0.0","0.0","0.0","0.028349852561950686","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED|CROWDING_SENSITIVE","failures/calculus-031.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-032","CALCULUS","third derivative","HARD","WIDELY_SPACED","overlap-and-correction","NEAR_BOUNDARY","d^3y/dx^3","d^3y/dx^3","a^{3}Y/aX^{3}","a^(3)Y/aX^(3)","a^{3}Y/aX^{3}","0.8759086","3706","false","false","true","true","0.7777777777777778","1.0","1.0","0.8821287639935812","PARTIAL","LETTER_CONFUSION","failures/calculus-032.png",""
"calculus-033","CALCULUS","derivative definition","HARD","OVERWRITTEN_CORRECTION","normal-order","NEAR_TOOLBAR","lim_{x->a}(f(x)-f(a))/(x-a)","lim_{x->a}(f(x)-f(a))/(x-a)","limx-sects-fla))/(x-a","limx-sects-fla))/(x-a","limx-sects-fla))/(x-a","0.439","6471","false","false","false","false","0.6","0.3333333333333333","0.5","0.4784500005245209","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED|FRACTION_MISREAD|LOCATION_SENSITIVE|OVERWRITING_ERROR|LOW_CONFIDENCE","failures/calculus-033.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-034","CALCULUS","definite trig integral","HARD","MIXED_CASE","reverse-symbol-strokes","TOP_LEFT","int_0^{pi} sin(x)dx=2","int_0^{pi} sin(x)dx=2","as","as","as","0.439","5404","false","false","false","false","0.05555555555555558","0.0","0.0","0.04570000052452088","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/calculus-034.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-035","CALCULUS","sum identity","EXTREME","UNUSUAL_STROKE_ORDER","delayed-superscript","TOP_CENTER","sum_{i=1}^{n}i^2=n(n+1)(2n+1)/6","sum_{i=1}^{n}i^2=n(n+1)(2n+1)/6","\sin_(z^n)^2=n(n+1)(2n+1)/6","\sin_(z^n)^2=n(n+1)(2n+1)/6","\sin_(z^n)^2=n(n+1)(2n+1)/6","0.993621","6493","false","false","false","true","0.7777777777777778","0.8","1.0","0.8221810495853423","PARTIAL","DIGIT_CONFUSION|LETTER_CONFUSION|FRACTION_MISREAD","failures/calculus-035.png",""
"calculus-036","CALCULUS","product identity","EXTREME","SLIGHTLY_SHAKY","fraction-bar-first","TOP_RIGHT","prod_{k=1}^{n}k=n!","prod_{k=1}^{n}k=n!","prock=2kam!","prock=2kam!","prock=2kam!","0.439","5319","false","false","false","false","0.5","0.3333333333333333","0.0","0.33570000052452087","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|LOW_CONFIDENCE","failures/calculus-036.png","Low-confidence interpretation; choose an alternative or edit before insertion."
